"dat$maleBool";"s_fndly";"s_flirt";"s_awk";"s_assert";"o_fndly";"o_flirt";"o_awk";"o_assert";"o_attrct";"o_sincre";"o_intell";"o_funny";"o_ambits";"o_crteos";"sortOf";"kindOf";"iGuess";"iThink";"aLittle";"maybe";"possibly";"probably";"speeddate";"flirt";"event";"dating";"rating";"work";"program";"phd";"research";"professor";"advisor";"finish";"like";"iMean";"youKnow";"uh";"um";"syll_word";"syll_turn";"hedge";"academics";"funct";"pronoun";"ppron";"i";"we";"you";"shehe";"they";"ipron";"article";"verb";"auxverb";"past";"present";"future";"adverb";"preps";"conj";"negate";"quant";"number";"swear";"social";"family";"friend";"humans";"affect";"posemo";"negemo";"anx";"anger";"sad";"cogmech";"insight";"cause";"discrep";"tentat";"certain";"inhib";"incl";"excl";"percept";"see";"hear";"feel";"bio";"body";"health";"sexual";"ingest";"relativ";"motion";"space";"time";"work.1";"achieve";"leisure";"home";"money";"relig";"death";"assent";"nonfl";"filler";"Other.funct";"Other.pronoun";"Other.ppron";"Other.i";"Other.we";"Other.you";"Other.shehe";"Other.they";"Other.ipron";"Other.article";"Other.verb";"Other.auxverb";"Other.past";"Other.present";"Other.future";"Other.adverb";"Other.preps";"Other.conj";"Other.negate";"Other.quant";"Other.number";"Other.swear";"Other.social";"Other.family";"Other.friend";"Other.humans";"Other.affect";"Other.posemo";"Other.negemo";"Other.anx";"Other.anger";"Other.sad";"Other.cogmech";"Other.insight";"Other.cause";"Other.discrep";"Other.tentat";"Other.certain";"Other.inhib";"Other.incl";"Other.excl";"Other.percept";"Other.see";"Other.hear";"Other.feel";"Other.bio";"Other.body";"Other.health";"Other.sexual";"Other.ingest";"Other.relativ";"Other.motion";"Other.space";"Other.time";"Other.work.1";"Other.achieve";"Other.leisure";"Other.home";"Other.money";"Other.relig";"Other.death";"Other.assent";"Other.nonfl";"Other.filler"
"45";1;10;6;1;8;10;9;1;8;8;9;7;9;8;10;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;8;3;1.46590909090909;13.3448275862069;6;0;0;0;2;2;2;0;0;0;0;1;0;1;1;0;0;0;0;0;3;0;2;5;0;0;1;0;2;0;0;4;0;0;6;0;3;1;0;0;1;2;5;1;0;3;0;2;0;0;0;0;9;0;0;0;2;0;2;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;1;0;0;0;1;0;2;0;1;2;0;2;0;0;0;0;3;0;0;0;1;0;0;1;1;0;0;0;0;0
"46";1;10;9;2;8;10;9;4;6;10;10;10;9;10;10;0;3;0;1;1;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;5;0;0;0;3;1.48514851485149;6.33802816901408;5;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;3;0;6;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;3;0;0;0;1;5;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;1;0;0;2;0;2;2;0;0;0;1;1;0;1;2;0;0;0;0;0;0;3;0;0;0;1;7;0;0;1;0;1;1;0;0
"47";1;10;5;4;8;10;6;2;8;8;9;8;6;4;7;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;1.49166666666667;11.6739130434783;1;3;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;3;0;0;3;1;5;1;0;0;0;0;3;0;1;1;0;2;0;0;3;0;4;0;0;0;0;5;0;0;0;0;1;3;0;0;1;1;1;1;0;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;1;0;0;2;0;0;7;0;6;0;0;0;1;0;3;0;1;2;0;3;0;0;2;0;7;0;0;0;0;4;1;1;0;0;1;2;0;0
"48";1;10;1;1;10;10;1;1;10;7;10;9;10;9;10;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1.53541076487252;11.2916666666667;5;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;2;0;1;6;0;4;0;0;0;0;0;1;0;0;1;0;4;0;1;1;0;6;0;0;0;0;1;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;1;0;1;0;0;3;0;1;0;0;0;1;0;3;1;0;2;0;0;0;1;1;0;6;0;0;0;1;2;0;0;0;0;1;1;0;0
"49";1;10;5;4;6;9;5;4;8;7;9;9;8;7;8;0;3;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;13;0;3;2;2;1.64035087719298;6.50434782608696;4;3;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;4;1;4;0;0;0;1;0;4;2;1;5;0;2;0;1;0;0;5;0;0;0;0;4;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0
"50";1;10;8;3;5;9;6;1;8;10;9;9;9;7;8;0;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1.39160839160839;12.9782608695652;8;0;0;0;1;1;1;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;3;0;1;0;0;3;0;0;4;0;5;0;0;0;2;0;0;0;1;2;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;4;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0
"51";1;10;6;5;4;9;8;4;9;10;7;7;5;6;9;0;4;0;1;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;2;0;4;2;0;1.51381215469613;6.37209302325581;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;3;0;0;0;0;6;0;0;0;0;1;2;0;0;0;1;1;2;0;1;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;4;0;5;1;0;0;1;0;6;1;0;7;0;0;0;0;0;0;5;0;0;0;2;4;0;1;0;0;3;3;0;0
"53";1;10;9;3;7;9;7;1;10;10;9;9;10;10;10;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;9;0;2;1;0;1.42784810126582;10.4444444444444;8;2;0;0;1;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;2;0;1;1;0;2;0;0;3;0;4;0;0;0;1;0;4;2;0;6;0;1;0;1;1;0;5;0;0;0;1;2;0;0;1;0;1;2;0;0;1;0;2;3;0;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;3;0;0;0;1;0;4;2;0;7;0;1;0;0;0;0;2;0;0;0;0;1;0;2;0;0;1;1;0;0
"54";1;10;4;2;7;10;5;1;7;7;10;8;10;9;10;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;3;2;2;1.52263374485597;10.2777777777778;4;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;0;1;0;0;2;0;1;0;0;0;2;0;1;0;1;0;3;1;0;0;1;3;0;0;4;0;5;0;0;0;1;0;7;1;0;7;0;0;0;0;1;0;6;0;0;0;2;2;0;0;0;0;0;2;0;0
"56";1;10;3;2;7;7;4;3;6;7;5;7;5;7;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;6;2;1.53071253071253;5.61261261261261;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4;0;0;3;0;1;0;0;1;0;1;5;0;5;1;0;0;0;2;3;1;0;1;0;1;0;0;0;0;6;0;0;0;1;0;0;1;0;0;0;1;0;0
"57";0;8;1;2;8;10;8;10;9;5;8;8;6;8;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;2;3;2.00851063829787;4.3302752293578;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4;0;0;3;0;1;0;0;1;0;1;5;0;5;1;0;0;0;2;3;1;0;1;0;1;0;0;0;0;6;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"58";1;10;1;1;7;10;1;1;7;3;10;8;9;6;8;0;2;0;3;0;0;0;1;0;0;0;0;0;0;0;2;1;3;0;0;23;1;0;2;3;1.48637602179837;16.0441176470588;6;6;1;0;1;1;0;1;3;3;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;4;0;3;1;0;0;1;0;7;1;0;7;0;1;0;1;0;0;5;0;0;0;3;8;0;0;0;0;2;2;0;0;0;0;1;1;0;0;2;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;0;1;0;0;0;0;0;2;0;2;2;0;0;0;0;2;0;1;1;0;0;0;1;0;0;3;0;0;0;1;7;0;0;1;0;1;0;0;0
"59";1;10;10;3;8;10;8;1;4;10;10;10;9;10;10;0;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1.52144469525959;13.7551020408163;4;0;0;0;1;3;1;1;3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;3;0;1;0;0;2;0;2;4;0;3;0;0;0;0;1;7;1;0;1;0;2;0;0;0;0;4;0;0;0;2;4;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;1;1;0;4;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;1;0;0
"60";1;10;3;1;7;10;5;1;4;6;8;7;6;8;10;0;3;0;0;3;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3;0;0;4;5;1.9607250755287;6.90425531914894;6;3;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;0;0;0;1;0;0;0;3;0;3;2;0;0;1;1;1;0;0;4;0;1;0;0;0;0;4;0;0;0;0;4;0;0;0;0;2;1;0;0;1;1;0;2;0;0;1;2;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;0;2;1;0;0;0;1;0;2;3;0;3;1;0;0;0;0;1;0;0;5;0;2;0;1;0;0;4;0;0;0;0;4;1;0;0;0;0;1;0;0
"61";1;10;9;3;7;10;4;6;8;9;7;10;8;8;10;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;1.78362573099415;9.24242424242424;2;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;1;1;5;1;0;2;0;1;0;1;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;1;1;0;0
"62";1;10;8;3;3;8;7;6;3;9;9;10;8;7;10;0;0;1;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;9;3;0;4;0;1.41142857142857;9.75;3;2;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;2;0;1;0;0;1;3;1;0;0;0;1;0;0;6;1;9;0;0;0;0;0;4;0;0;2;0;1;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;1;0;0;0;0;0;0;2;0;4;2;0;0;0;0;2;0;0;1;0;2;0;0;0;0;3;0;0;0;1;1;0;1;0;0;0;1;0;0
"65";1;7;2;5;6;6;2;4;5;6;5;6;5;7;7;0;2;3;5;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;2;1;1.55412371134021;6.09090909090909;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;0;3;0;5;1;0;0;0;1;0;0;0;3;0;2;0;0;1;0;3;0;0;0;0;3;1;1;0;0;0;4;0;0;0;0;1;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;1;1;1;0;0;0;0;8;0;3;1;0;0;1;1;2;1;0;5;0;3;0;0;0;0;9;0;0;0;1;1;0;2;0;0;0;1;0;0
"66";1;7;3;3;5;5;2;4;5;5;6;7;4;7;7;0;1;5;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;6;1;1;9;2;1.59133126934985;5.35416666666667;8;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;2;0;0;3;0;0;0;0;0;0;4;0;0;0;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0;0
"67";1;7;1;3;5;7;1;3;5;5;7;7;3;2;6;0;1;1;1;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;3;0;1.5;5.15294117647059;6;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;2;0;0;0;1;5;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;2;0;1;0;0;1;0;0;5;0;2;1;0;0;1;1;2;1;1;2;0;0;0;0;0;0;6;0;0;0;0;7;0;0;1;0;0;0;0;0
"68";1;7;2;6;4;7;2;3;5;2;7;8;6;6;7;0;0;3;5;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;1.58;7.64516129032258;10;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;3;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;4;0;0;0;0;1;0;0;2;0;4;0;0;0;2;0;2;0;1;3;0;0;0;0;0;0;2;0;0;0;1;8;1;0;0;0;0;0;0;0
"69";1;8;1;5;6;8;1;4;4;3;7;7;5;5;6;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;19;0;1.62907268170426;3.59116022099448;5;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;1;2;0;1;1;0;0;1;0;0;0;0;2;0;0;3;0;2;0;0;0;0;0;3;0;0;1;0;2;0;0;1;0;5;0;0;0;0;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;1;0;0;0;0;0;0;0;1;3;0;3;0;0;1;0;4;0;0;0;0;4;0;0;0;0;1;1;0;0
"70";1;7;2;4;5;8;1;2;6;6;7;8;6;6;8;0;1;2;1;0;1;0;3;0;0;0;0;0;0;1;3;0;0;0;0;5;0;0;17;0;1.53727506426735;4.63565891472868;8;4;0;1;1;3;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;1;5;1;4;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;5;0;0;0;1;5;0;0;0;0;1;2;0;0;0;1;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;1;0;1;3;0;6;0;0;0;0;0;3;0;1;2;0;0;0;0;0;0;4;0;0;0;1;9;0;1;0;0;0;0;0;0
"71";1;7;2;5;5;9;2;3;5;5;8;7;7;5;6;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8;1;1;7;0;1.50402144772118;5.66666666666667;4;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;3;0;0;2;0;0;1;0;0;0;0;1;0;0;4;0;2;1;0;0;0;0;5;0;0;3;0;1;0;0;1;0;7;0;0;0;2;5;0;0;0;1;2;1;0;0;0;2;2;3;0;1;2;1;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;2;1;0;0;0;1;5;0;3;1;0;0;0;1;6;0;0;5;0;1;0;1;0;0;7;1;0;0;1;9;0;0;0;0;2;2;0;0
"72";1;7;2;2;6;7;3;5;5;5;5;7;6;6;8;0;1;1;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;2;1;8;1;1.52207792207792;7.71052631578947;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;4;1;0;0;0;0;0;0;1;0;4;0;0;0;1;0;1;0;1;3;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;0;1;0;3;1;0;0;0;0;2;0;0;3;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0
"73";1;8;2;3;5;8;2;3;6;8;6;6;7;8;7;0;0;2;2;1;1;0;2;0;0;0;0;0;2;0;0;0;1;0;0;3;1;0;9;0;1.59214501510574;6.05747126436782;8;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;2;1;0;0;0;0;0;0;3;0;3;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4;0;0;0;1;3;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;2;1;1;1;0;0;0;0;4;0;0;6;0;1;0;0;0;0;3;0;0;0;1;5;0;0;0;0;3;0;0;0
"74";1;8;3;4;5;10;5;1;8;5;6;7;10;5;6;0;5;2;2;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0;1;7;0;1.52064220183486;5.86725663716814;11;1;0;0;1;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;2;0;1;0;0;0;0;0;1;0;0;3;0;0;1;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;4;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;4;0;4;1;0;0;0;0;3;0;0;2;0;0;2;0;1;0;5;0;0;0;1;4;0;1;0;0;0;2;0;0
"76";1;6;2;8;4;6;5;6;5;6;6;7;4;5;6;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;7;0;0;15;0;1.54357798165138;5.34126984126984;3;3;0;1;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;1;0;1;3;0;0;0;2;0;0;0;0;4;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;3;0;3;0;0;0;0;1;1;0;1;2;0;2;0;0;0;0;3;0;0;0;1;5;0;2;1;0;0;1;0;0
"77";1;8;1;5;6;7;2;4;5;6;5;5;4;5;6;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;10;0;0;12;0;1.61855670103093;4.3013698630137;4;4;0;1;1;4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;1;1;0;0;0;1;2;1;1;0;0;0;0;1;4;0;0;2;0;0;2;0;0;0;4;0;0;0;1;5;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;1;0;0;0;0;0;0;4;1;5;0;0;0;0;1;4;1;0;2;0;0;0;0;0;0;5;0;0;0;0;9;0;0;0;0;0;3;0;0
"78";0;9;1;3;8;8;2;6;8;6;7;10;5;10;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;25;5;2;8;0;1.7636761487965;6.01492537313433;1;3;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;2;1;0;0;0;0;0;0;4;1;5;0;0;0;0;1;4;1;0;2;0;0;0;0;0;0;5;0;0;0;0;9;0;0;0;0;0;3;0;0;0;1;1;4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;1;1;0;0;0;1;2;1;1;0;0;0;0;1;4;0;0;2;0;0;2;0;0;0;4;0;0;0;1;5;0;0;0;0;0;1;0;0
"79";1;8;1;5;5;9;2;3;5;1;7;7;7;6;6;0;0;2;6;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;0;0;11;0;1.49101796407186;6.64;8;3;0;0;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;0;0;3;0;3;0;0;0;0;0;5;0;0;1;0;0;0;0;1;0;3;0;0;0;2;6;0;1;0;0;1;0;0;0;0;1;1;1;0;2;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;3;1;0;1;0;1;0;0;1;0;0;5;0;2;3;0;0;0;0;6;0;0;3;0;1;0;0;1;0;5;0;0;0;2;8;0;0;0;0;2;1;0;0
"80";1;7;2;3;5;8;3;2;6;8;6;7;7;7;7;0;2;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;5;1;0;5;0;1.46685082872928;7.92537313432836;5;1;0;1;0;1;0;1;3;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;1;0;0;1;0;0;0;0;2;0;5;0;0;0;1;0;7;2;1;3;0;0;0;0;0;0;4;0;0;0;1;4;0;1;1;0;1;3;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;6;0;4;0;0;0;2;0;4;0;0;2;0;1;0;0;0;0;6;0;0;0;2;1;1;2;0;0;1;0;0;0
"81";1;8;3;3;5;9;2;3;7;5;7;7;9;7;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;4;0;1;9;0;2.1712962962963;3.6640625;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;3;0;0;0;0;1;3;2;1;0;0;0;0;0;0;0;3;0;0;0;1;2;0;0;1;0;0;1;0;0;0;0;1;2;0;2;2;1;0;1;0;0;0;0;1;0;0;0;5;0;0;1;1;0;4;0;1;2;0;0;0;1;5;0;6;0;0;0;0;1;7;0;1;4;0;0;0;0;0;0;10;0;0;0;2;5;0;0;1;0;2;2;0;0
"82";1;7;2;3;4;6;1;1;4;7;7;9;4;6;7;0;1;3;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;22;1;1.51944444444444;4.05185185185185;9;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;5;1;4;0;0;0;1;0;6;1;1;4;0;2;0;0;1;0;5;0;0;0;2;1;0;1;0;0;2;1;0;0;1;4;1;2;0;0;2;0;0;1;0;0;1;0;1;2;0;0;4;0;0;1;1;0;1;1;1;2;0;2;0;0;3;0;1;0;0;0;1;0;5;1;1;4;0;3;1;0;1;0;7;0;0;0;2;6;1;0;0;0;1;0;0;0
"84";1;7;2;3;5;7;3;4;5;6;6;6;5;6;6;0;3;0;0;0;1;0;1;0;0;0;0;0;1;2;1;0;0;0;0;9;0;3;0;0;1.52413793103448;7.8;5;4;0;0;1;2;0;2;1;0;0;1;0;0;0;0;0;0;0;0;4;0;0;1;0;0;1;1;1;1;0;1;0;2;4;1;3;1;0;0;0;0;5;0;1;4;0;1;0;0;1;0;8;0;0;0;1;6;0;2;0;0;1;0;0;0;1;0;1;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;0;0;1;4;1;3;0;0;0;0;0;7;1;1;3;0;1;0;0;0;0;6;0;0;0;2;2;1;2;1;0;2;1;0;0
"85";1;7;2;4;6;6;2;4;4;6;5;6;4;5;6;0;3;0;3;1;0;0;0;0;0;0;0;0;6;6;0;2;0;0;0;3;2;0;6;1;1.61555075593952;10.1081081081081;7;14;0;0;1;1;1;1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;2;0;0;4;0;3;1;0;0;0;0;6;0;1;1;0;1;0;0;0;0;4;0;0;0;1;8;1;0;1;0;3;2;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;4;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;1;0;0
"86";1;7;4;3;5;6;6;5;5;7;5;6;3;6;6;0;4;0;1;1;0;0;0;0;0;0;0;0;1;6;3;3;0;0;0;6;0;0;2;0;1.60358056265985;10.1129032258065;6;13;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;3;0;1;0;0;0;0;0;6;0;1;3;0;0;0;0;0;0;3;0;0;0;1;9;0;0;1;0;3;0;0;0;0;2;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;0;0;0;0;2;0;0;4;1;2;1;0;0;0;0;4;0;0;4;0;2;0;0;0;0;5;0;0;0;1;8;1;1;0;0;1;1;0;0
