spkr,alter,hate,work,love,sex,drink,food,negemo,swear,sympathy,negate,hedge,meta,ntri,like,imean,youknow,you,appr,agree,restart,interrupt,mimiccontentraw,mimicfunc,mimicswbdnorm,mimicswbdcontnorm,laughmimic,rate,ratecorrelation,initlaugh,midlaugh,totalwords,i,uh,um,question,totalturns
306,326,0,4,0,0,0,0,2,0,0,11,0,2,0,7,0,1,3,2,0,4,2,39,27,0.111552,0.128231,1,3.841578,-0.080310,0,3,405,21,0,0,12,62
326,306,0,3,0,0,0,0,2,1,2,6,5,0,0,5,0,1,3,0,0,2,5,33,23,0.006923,0.008819,1,3.430914,-0.051295,2,17,364,17,1,4,19,63
307,326,0,5,1,0,2,2,1,0,0,7,5,1,0,9,1,1,5,1,0,6,2,32,28,0.001610,0.003224,0,4.016022,-0.160661,0,4,513,23,4,3,16,62
326,307,0,3,0,0,0,0,1,1,0,5,10,0,0,12,0,0,7,0,0,1,5,38,32,1.136134,1.337899,1,3.183471,0.102563,0,8,381,30,0,2,5,62
308,326,0,8,3,0,0,3,3,0,0,10,8,0,0,2,2,3,7,2,0,8,2,36,28,0.008755,0.002437,2,4.303045,0.148785,0,4,573,11,2,3,21,58
326,308,0,6,0,0,0,2,2,0,0,6,12,1,0,12,2,1,4,0,0,0,5,66,44,0.022332,0.014602,1,4.453694,-0.109300,1,9,398,25,0,4,4,57
309,326,0,5,0,0,0,0,1,0,0,7,3,0,0,3,1,0,6,3,0,3,2,33,19,0.149486,0.185170,1,3.053977,0.054168,0,4,399,14,4,1,11,58
326,309,0,2,0,0,0,0,2,0,0,5,13,1,0,8,1,0,7,0,0,1,5,36,25,0.013965,0.016253,2,4.559445,-0.043644,1,9,338,16,0,2,12,57
310,326,0,5,0,0,0,1,1,1,0,2,5,0,0,25,4,6,9,2,0,11,2,52,33,0.014889,0.007543,0,3.989387,-0.045871,0,0,586,25,1,4,17,53
326,310,0,5,0,0,0,0,0,0,1,10,10,0,0,3,1,1,7,0,0,1,2,34,28,0.009983,0.001450,0,3.406771,-0.095991,0,1,316,12,0,2,4,52
311,326,1,11,0,0,0,0,5,1,0,15,8,0,1,21,0,16,8,4,1,16,0,19,17,0.001828,0.000437,0,3.359406,0.037621,0,1,645,41,6,0,14,50
326,311,0,2,0,0,0,0,1,0,0,5,6,0,0,2,1,2,0,0,0,1,2,38,31,0.004044,0.003513,0,3.647746,0.128294,1,3,209,9,0,1,6,50
312,326,0,4,0,0,0,0,5,0,4,8,4,1,0,9,4,5,6,5,0,11,3,32,24,0.196728,0.217367,0,4.398954,-0.092818,0,3,668,26,4,2,25,64
326,312,0,4,0,0,0,0,1,0,1,9,8,0,0,4,2,0,3,0,0,0,3,32,26,0.044006,0.050515,0,3.822054,-0.025753,0,7,324,25,0,1,8,64
313,326,0,4,0,0,0,0,11,1,0,19,17,5,1,15,3,3,13,2,0,15,6,82,69,0.029476,0.032074,2,3.297031,-0.089561,1,3,689,28,0,0,14,54
326,313,0,5,0,0,0,0,5,0,0,9,19,2,0,19,3,5,8,1,0,7,4,90,76,0.018591,0.000724,3,2.297571,0.055944,3,15,477,30,2,1,8,54
314,326,0,10,0,0,0,3,3,0,0,4,2,3,0,9,2,5,8,2,0,10,1,30,23,0.245673,0.275263,0,3.484305,0.241013,0,3,548,13,9,3,20,53
326,314,0,3,0,0,0,0,0,0,0,8,3,2,1,6,0,2,2,0,0,2,0,35,26,0.021366,0.027679,0,2.990117,0.029444,0,5,311,24,1,1,5,53
315,326,0,4,0,0,0,0,2,0,0,9,4,0,0,2,1,1,3,1,1,7,0,56,42,0.017112,0.000406,2,4.198454,0.291952,0,4,509,23,4,4,20,61
326,315,0,5,1,0,0,0,1,0,0,7,7,0,0,3,0,1,9,1,0,2,1,35,22,0.259439,0.381025,1,3.739296,-0.136527,0,7,334,16,1,4,7,60
316,326,0,4,0,0,0,0,3,0,0,4,4,0,1,13,0,0,2,2,0,6,2,43,34,0.097687,0.113308,0,4.084034,-0.177608,0,3,528,19,1,1,35,55
326,316,0,2,0,0,0,0,4,0,0,5,15,1,0,8,0,1,1,0,0,2,4,44,36,0.005291,0.009692,0,3.757747,-0.162931,0,7,338,18,0,2,3,54
317,326,0,6,0,0,0,0,4,0,1,5,5,0,0,1,0,2,5,0,3,1,0,38,23,0.028780,0.036289,1,3.933018,-0.069579,2,4,437,20,5,0,14,56
326,317,0,9,2,0,0,0,6,0,1,11,9,0,1,7,0,2,4,1,0,3,3,37,24,0.249014,0.459477,5,3.791413,0.109107,2,9,415,20,1,2,9,56
318,326,0,4,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,1,33,23,0.008057,0.020773,0,3.641234,-0.211718,0,1,226,13,4,0,20,27
326,318,0,4,0,0,0,1,0,0,0,8,8,0,0,2,0,0,0,0,0,1,0,26,18,0.005548,0.006247,0,4.208869,-0.197343,0,2,309,24,0,4,5,27
301,327,0,12,1,0,1,0,9,0,0,15,7,0,0,15,2,5,5,0,0,6,1,51,36,0.106038,0.141203,2,3.877786,-0.159341,0,3,598,32,6,0,6,68
327,301,0,5,0,0,0,0,0,0,0,5,11,0,0,10,1,2,7,1,0,1,3,41,34,0.002131,0.004015,0,2.688183,-0.218080,1,6,413,11,0,2,16,68
302,327,0,0,0,0,2,1,0,0,0,13,5,2,1,0,0,0,2,2,0,5,1,35,27,0.012600,0.000089,1,3.940743,-0.136911,2,4,321,13,6,0,9,52
327,302,0,0,0,0,3,1,4,0,0,3,10,1,0,4,2,9,3,0,0,1,4,32,27,0.003003,0.004159,0,2.865019,-0.032802,0,4,412,8,0,4,15,52
303,327,0,5,0,0,0,0,2,0,0,4,5,0,0,5,2,1,2,0,0,2,2,28,17,0.085591,0.083679,0,3.963223,0.076034,0,0,312,16,2,0,15,53
327,303,0,8,0,0,0,0,0,0,0,6,17,0,0,4,0,15,2,1,0,2,2,47,36,0.031679,0.038497,0,3.085449,0.090472,1,5,517,32,0,3,12,54
304,327,0,7,1,0,1,0,0,0,0,3,3,0,0,11,0,1,3,0,0,7,5,32,26,0.098964,0.100587,0,4.037103,-0.072294,0,0,350,25,3,3,17,64
327,304,0,5,1,0,0,0,0,0,0,5,6,0,0,7,0,5,1,0,1,2,2,33,27,0.001540,0.149058,0,2.931844,-0.013939,0,5,441,18,0,1,18,65
305,327,0,5,3,0,0,0,3,0,0,8,2,0,0,2,3,0,9,0,0,11,2,47,36,0.002361,0.000157,0,3.929874,-0.047130,0,3,466,31,6,0,12,62
327,305,0,5,1,0,0,0,2,0,0,4,9,0,0,2,1,4,4,2,3,1,5,45,33,0.005412,0.001626,1,3.257813,-0.300667,1,3,428,24,1,0,13,62
306,327,0,13,0,0,0,0,0,0,0,4,6,4,0,4,0,5,3,2,0,6,2,30,19,0.030726,0.026506,0,4.043060,-0.223002,0,3,377,24,3,0,15,54
327,306,0,6,0,0,0,0,2,0,0,7,5,0,0,5,0,0,2,1,1,0,4,35,26,0.005934,0.005698,0,2.955325,-0.164533,1,8,395,22,1,1,17,54
307,327,0,7,1,0,0,0,2,0,0,7,7,0,0,3,0,0,0,0,0,7,4,19,13,0.024272,0.027081,0,4.609618,0.132362,0,0,449,21,0,4,8,58
327,307,0,3,0,0,0,0,2,0,0,1,9,0,0,3,1,4,5,1,0,0,1,15,12,0.000608,0.000036,0,3.240863,-0.144878,1,2,376,16,0,1,9,58
308,327,0,12,3,0,0,0,1,0,0,7,5,1,0,1,2,5,11,1,1,0,0,19,17,0.047601,0.059181,1,4.624645,-0.148554,1,1,554,26,6,0,13,61
327,308,0,15,2,0,0,0,1,0,0,3,17,1,0,4,3,5,1,0,2,0,3,55,42,0.004627,0.002149,0,2.898781,0.243730,0,2,461,33,0,3,6,61
309,327,0,1,0,0,1,0,2,0,0,9,2,0,0,1,0,0,0,0,0,1,2,31,13,0.060664,0.163700,1,3.163195,0.217515,0,2,301,12,5,0,10,60
327,309,0,4,0,0,1,0,2,0,0,3,3,0,0,1,1,2,1,1,0,3,1,31,14,0.022555,0.017440,1,2.926365,-0.039101,0,7,438,17,1,0,18,60
310,327,0,2,0,0,0,0,0,0,0,10,3,0,0,18,2,2,0,2,0,2,1,46,24,0.382022,0.584697,0,4.947813,0.071106,0,0,560,42,3,4,13,68
327,310,0,2,0,0,0,0,0,0,1,3,9,0,1,5,0,8,4,1,1,0,4,36,23,0.113241,0.187519,0,2.915600,-0.193404,0,3,420,21,0,1,14,68
311,327,0,9,0,0,0,0,2,0,0,4,9,0,0,7,0,8,10,1,0,11,2,33,27,0.003925,0.003619,1,3.608486,-0.185458,0,2,417,15,0,0,14,49
327,311,0,16,0,0,0,0,2,0,0,5,6,0,0,3,0,4,3,0,3,3,1,40,26,0.008955,0.008763,1,3.055114,0.207736,0,6,378,24,0,1,3,50
312,327,0,6,0,0,1,0,3,1,0,11,4,1,0,7,1,5,16,2,0,3,1,24,19,0.000951,0.000234,4,5.319867,-0.221241,0,6,490,22,0,4,11,56
327,312,0,9,0,0,0,0,4,0,1,3,5,1,0,6,0,2,3,0,1,1,2,21,14,0.060025,0.093959,3,3.560682,-0.113154,0,9,317,15,0,2,9,56
313,327,0,4,0,0,0,0,5,3,0,15,10,0,0,5,2,3,1,0,0,3,3,56,43,0.001461,0.000756,0,5.845310,-0.269602,0,2,447,29,1,0,10,43
327,313,0,14,0,0,0,0,2,0,0,9,13,0,0,10,2,8,9,0,1,0,1,80,57,0.008584,0.000291,1,3.951131,-0.056732,0,3,478,24,1,1,9,44
314,327,0,10,0,0,0,0,1,0,0,7,8,0,0,11,3,4,4,0,0,5,5,62,53,0.121134,0.148440,0,4.335888,-0.045323,0,0,531,20,8,3,19,62
327,314,0,12,0,0,0,0,2,0,0,9,26,0,0,3,2,12,3,0,0,8,4,58,43,0.002326,0.000749,0,3.665804,-0.212348,0,3,649,41,0,5,9,63
315,327,0,6,0,0,0,2,0,0,0,6,5,0,0,2,0,2,5,1,1,5,1,30,19,0.251068,0.013983,0,4.273009,0.077361,0,0,423,23,6,0,9,48
327,315,0,15,0,0,0,0,1,0,0,4,10,0,0,1,1,1,2,2,1,1,2,36,28,0.001015,0.000334,0,3.001442,0.051321,0,1,424,33,3,1,12,47
316,327,0,14,0,0,0,0,8,0,0,5,7,1,0,10,0,1,9,1,0,14,2,61,44,0.002680,0.002548,1,5.593709,0.026477,0,3,492,22,0,0,20,44
327,316,0,7,0,0,0,0,3,0,0,9,18,0,0,5,4,7,4,0,3,1,3,51,38,0.011860,0.012941,0,3.693857,-0.070601,0,2,424,28,0,0,7,43
317,327,0,1,0,0,0,0,4,0,2,10,1,1,0,1,0,4,11,1,4,1,0,44,37,0.004903,0.007623,2,4.919473,-0.162687,2,9,331,23,2,0,14,44
327,317,0,8,0,0,0,0,2,0,0,8,9,0,0,12,0,11,4,3,0,1,1,49,37,0.033964,0.035060,3,3.822555,0.090660,2,8,474,37,0,2,12,44
318,327,0,8,0,0,0,0,2,0,0,2,2,0,0,1,0,0,1,0,0,1,0,42,29,0.002347,0.000503,0,3.405417,-0.134880,0,0,265,17,3,0,6,38
327,318,0,6,0,0,0,0,2,1,1,2,5,0,1,7,0,1,2,2,0,1,1,51,33,0.010866,0.000686,0,3.183958,-0.007622,0,2,410,24,1,4,11,39
301,328,0,17,1,0,1,0,3,0,0,13,15,0,0,40,1,4,17,1,0,25,0,53,38,0.035917,0.042673,0,4.946732,-0.064654,2,2,792,49,4,8,5,54
328,301,0,8,1,0,0,0,1,0,0,3,1,0,0,2,1,0,4,3,0,3,3,19,18,0.002306,0.003794,0,2.865262,-0.031421,3,2,269,19,1,0,12,55
302,328,0,5,0,0,0,0,2,0,0,5,2,0,2,2,0,0,3,0,0,20,3,38,31,0.009554,0.013658,3,3.641252,-0.037178,3,2,349,14,3,0,18,57
328,302,0,3,0,0,0,0,3,0,0,5,2,0,0,0,1,1,3,0,0,17,2,37,30,0.003179,0.001753,1,3.030232,0.071413,2,7,453,25,1,3,5,57
303,328,0,4,0,0,0,0,1,0,0,3,5,0,0,15,2,5,8,2,0,10,1,27,18,0.000988,0.001045,0,4.003566,0.155710,0,1,407,19,0,1,12,50
328,303,0,2,0,0,0,0,7,0,0,4,4,1,0,8,0,2,7,0,0,15,2,49,31,0.017457,0.012250,0,2.835853,0.083867,1,1,472,39,1,5,10,50
304,328,0,4,0,0,0,0,1,0,0,2,5,0,0,9,2,3,3,3,0,12,3,29,20,0.064918,0.069722,0,3.816174,0.012137,0,1,304,17,3,4,7,41
328,304,0,8,0,0,1,0,1,0,0,5,4,1,0,7,0,2,3,0,0,19,2,27,20,0.015979,0.016792,0,3.312222,-0.092850,0,1,523,26,2,4,8,41
305,328,0,8,0,0,0,0,0,0,0,7,1,0,0,9,1,0,7,1,0,10,4,24,16,0.019112,0.008226,0,3.230292,-0.048096,1,0,454,29,9,1,3,61
328,305,0,5,0,0,0,0,2,0,0,6,0,0,0,2,0,1,2,1,0,11,10,20,16,0.001320,0.000145,0,2.931638,-0.063124,1,1,341,20,7,0,7,61
306,328,0,14,0,0,0,0,0,0,0,5,4,0,0,3,0,1,1,1,0,15,6,40,24,0.042012,0.062659,0,3.249992,0.091168,0,1,367,25,1,0,9,59
328,306,0,3,0,0,0,0,2,0,0,10,9,0,0,1,0,2,3,3,0,18,9,18,12,0.090147,0.096349,0,3.351256,-0.107507,3,0,457,26,5,4,14,59
307,328,0,4,0,0,0,0,5,0,0,7,5,2,1,7,0,1,13,0,0,9,7,23,17,0.042821,0.023641,0,4.139654,0.062424,0,0,447,29,3,4,13,49
328,307,0,3,0,0,0,1,1,0,0,8,8,2,0,13,1,0,5,1,0,19,10,24,22,0.018675,0.034803,0,3.198353,0.194667,3,3,442,43,4,3,2,50
308,328,0,10,2,0,0,0,3,0,0,9,8,0,0,2,2,2,8,1,0,16,6,25,22,0.021738,0.066793,0,3.979652,0.276545,0,2,593,18,3,5,16,66
328,308,0,7,0,0,0,0,1,0,0,8,6,1,0,0,0,0,5,1,0,19,9,50,38,0.006409,0.002668,0,3.289758,-0.174840,2,1,464,24,4,4,6,66
309,328,0,5,0,0,1,0,0,0,0,0,4,2,1,7,0,0,3,1,0,13,2,30,16,0.040421,0.054450,0,1.905819,-0.120741,1,3,386,15,12,2,11,63
328,309,0,3,0,0,2,0,3,0,0,5,6,0,0,3,0,2,2,0,0,13,0,16,7,0.011298,0.011879,0,2.072827,-0.335975,0,0,420,18,5,1,11,62
310,328,0,0,2,0,4,0,1,0,0,11,6,6,1,18,2,6,14,0,0,13,5,44,28,0.218475,0.111305,1,4.028892,0.166859,0,4,516,33,0,7,11,52
328,310,0,0,2,0,1,1,0,0,1,8,2,1,0,11,0,4,5,1,1,4,6,31,19,0.010125,0.019547,1,2.735660,0.096012,7,3,267,11,1,0,7,52
311,328,0,12,0,0,0,0,4,2,1,16,12,1,0,28,0,5,16,1,1,30,4,25,20,0.007705,0.009326,0,3.895387,-0.020516,0,0,653,47,6,0,14,58
328,311,0,5,0,0,0,0,5,0,0,7,1,0,0,3,0,0,3,0,0,9,6,20,15,0.053629,0.000516,0,3.297623,-0.125510,3,1,301,13,4,1,4,59
312,328,0,4,0,0,1,0,0,0,0,6,4,0,1,14,3,1,7,1,0,17,6,36,28,0.000742,0.000253,1,3.819832,0.030100,3,0,500,23,3,1,21,64
328,312,0,5,0,0,1,0,2,0,0,6,3,0,0,7,0,2,2,1,0,15,5,36,33,0.000637,0.000060,1,4.040352,-0.066965,1,1,427,14,2,3,7,63
313,328,0,4,2,0,0,1,5,1,0,17,9,0,0,4,1,3,5,2,0,9,4,60,40,0.100233,0.118365,0,4.082769,-0.243791,0,0,561,37,0,0,12,59
328,313,0,4,0,0,0,0,4,0,0,14,4,2,0,3,0,1,5,0,1,20,6,56,43,0.094816,0.006156,0,3.590514,0.128419,2,2,469,39,5,2,7,59
314,328,0,0,2,0,0,0,1,0,0,1,7,0,0,1,4,9,6,4,1,10,9,39,31,0.013920,0.000148,0,3.090432,-0.120792,0,2,438,18,11,4,13,63
328,314,0,3,0,0,0,0,2,0,0,5,6,0,0,2,0,1,1,0,0,11,1,43,33,0.068922,0.101992,0,3.710582,-0.098980,2,1,410,31,3,5,6,62
315,328,0,3,1,0,0,1,4,0,0,21,3,1,0,1,3,3,5,3,0,19,7,37,31,0.008177,0.010640,0,2.712855,0.115087,4,0,457,29,6,2,15,53
328,315,0,2,0,0,0,0,1,0,1,2,7,0,0,2,0,1,9,1,0,13,2,43,34,0.030289,0.000736,3,2.281344,0.101669,11,1,322,17,3,1,9,52
316,328,0,1,0,3,0,0,7,0,0,11,6,2,1,17,0,2,3,4,1,12,3,33,23,0.051683,0.056414,1,2.762900,-0.039069,1,1,528,30,3,6,20,55
328,316,0,3,1,1,0,0,3,0,0,8,8,0,0,3,0,0,6,0,0,11,3,21,16,0.018561,0.061324,0,2.153058,-0.077297,4,1,350,30,3,1,4,56
317,328,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,3,6,2,3,3,6,30,22,0.018449,0.035792,0,3.317324,-0.027261,4,5,324,12,5,0,7,53
328,317,0,3,0,0,0,0,3,0,0,5,7,2,0,4,0,3,7,0,0,22,3,27,21,0.059104,0.069085,0,3.912874,-0.052656,0,0,537,23,3,4,10,54
318,328,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,9,7,15,11,0.001393,0.001418,0,2.312785,-0.047159,3,0,224,7,5,3,7,48
328,318,0,8,1,0,0,0,3,0,0,7,4,0,0,1,1,0,2,1,0,17,2,26,17,0.247417,0.334443,0,2.956833,-0.095673,0,2,471,41,3,7,10,48
301,329,0,7,2,0,0,0,2,0,0,6,4,1,0,20,2,1,5,2,0,23,1,60,39,0.082765,0.163877,0,5.153297,-0.212225,1,0,694,21,3,3,8,64
329,301,0,8,0,0,0,0,2,0,0,6,2,0,0,4,0,0,1,2,0,6,7,52,37,0.012748,0.019333,0,3.846495,0.144030,0,0,408,29,1,0,21,65
302,329,0,0,0,0,0,12,5,0,1,18,3,0,1,6,0,1,20,1,0,17,8,32,26,0.013793,0.014975,0,2.888247,-0.198369,1,1,422,38,6,0,5,48
329,302,0,0,0,0,0,13,7,0,1,20,0,1,0,9,1,1,16,1,1,11,7,57,44,0.008143,0.007411,0,2.797438,0.084694,1,2,568,56,0,0,14,49
303,329,0,4,3,0,0,0,0,0,0,7,6,0,0,15,0,2,5,0,0,4,2,28,20,0.058823,0.050963,0,4.312477,0.014258,0,1,336,22,0,0,10,49
329,303,0,3,6,0,0,0,10,0,0,16,2,1,0,18,4,1,10,1,0,10,8,30,23,0.103008,0.121177,0,4.008879,0.138414,3,3,643,45,3,5,12,50
304,329,0,0,0,0,0,0,2,1,0,4,4,0,0,5,0,0,1,0,0,9,2,53,40,0.046138,0.067110,0,4.087336,-0.029535,0,0,303,15,1,3,15,50
329,304,0,1,0,0,0,0,7,2,1,7,12,1,1,26,1,6,5,2,0,13,3,38,25,0.055527,0.059031,0,4.199403,-0.029940,0,3,753,32,1,1,20,51
305,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.007143,0.017656,0,1.567655,-0.138843,0,0,42,1,0,0,0,53
329,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,3,0.006683,0.103561,0,1.326770,0.076104,0,12,46,0,1,0,4,54
306,329,0,2,1,0,0,0,2,0,0,11,6,0,0,7,1,3,8,0,0,18,3,43,31,0.013569,0.017788,0,3.466735,0.053721,0,0,451,16,0,0,3,60
329,306,0,0,0,0,0,0,3,0,0,15,2,0,1,7,0,1,16,1,0,13,10,41,30,0.108042,0.128604,0,3.712470,0.045175,1,1,477,19,5,2,24,61
307,329,0,6,1,0,0,0,3,0,0,8,3,0,2,8,0,0,6,1,0,9,2,40,30,0.016875,0.001112,0,3.937769,-0.171766,0,0,458,26,1,4,12,68
329,307,0,10,1,0,0,1,3,0,0,10,8,0,0,3,2,1,8,4,0,5,9,34,22,0.477816,0.557139,0,4.329623,0.153232,1,1,504,30,0,2,24,68
308,329,0,10,0,0,0,0,6,0,1,7,0,1,0,9,1,7,11,3,0,8,3,38,33,0.009236,0.010845,0,4.072156,-0.008567,0,1,574,33,6,1,9,41
329,308,0,7,0,0,0,1,10,1,0,8,2,0,0,4,0,4,18,0,0,6,4,71,59,0.021792,0.016099,0,4.260931,0.511311,1,2,478,24,1,2,11,41
309,329,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,8,0,22,11,0.078438,0.149969,1,1.720949,-0.132214,6,4,245,9,3,4,11,57
329,309,0,5,0,0,0,16,4,0,0,5,2,0,0,7,1,1,1,0,0,7,1,24,17,0.027937,0.093541,2,2.258426,-0.146616,1,2,432,35,0,5,17,57
310,329,0,3,2,0,2,0,2,1,0,9,3,0,2,6,0,2,10,1,0,10,5,86,69,0.027018,0.024378,2,2.327616,0.000269,2,5,494,38,0,4,20,81
329,310,1,5,0,0,3,0,9,0,0,13,7,4,5,21,2,4,8,1,0,12,1,71,56,0.023558,0.027016,3,3.214209,-0.034952,5,8,883,79,0,2,31,81
311,329,0,8,0,0,0,0,1,0,0,6,8,1,0,14,0,3,12,2,0,16,3,35,28,0.064248,0.097691,0,3.824289,-0.001282,0,0,529,19,3,1,14,62
329,311,0,3,1,0,0,0,2,0,0,8,9,0,0,12,2,4,5,0,0,6,7,47,29,0.065778,0.140166,0,3.823619,0.057245,1,1,473,20,0,4,6,63
312,329,0,2,0,0,0,0,2,1,0,15,3,5,0,5,4,1,19,0,0,15,6,61,55,0.000888,0.000092,0,2.515259,0.079802,1,1,468,22,1,0,23,74
329,312,1,2,2,0,1,0,12,1,0,9,4,3,1,4,2,3,18,0,0,11,7,45,31,0.080026,0.032263,0,2.919373,-0.125258,2,4,654,46,1,1,22,74
313,329,0,0,0,0,0,0,8,0,1,13,12,3,0,8,1,0,10,4,0,3,3,49,39,0.009955,0.002659,1,5.169195,-0.059779,2,2,460,19,0,0,10,65
329,313,0,0,0,0,0,0,13,0,0,19,6,9,0,8,1,2,14,0,0,10,10,82,56,0.012369,0.010903,0,4.089391,-0.140610,1,3,640,31,0,0,17,66
314,329,0,8,0,1,0,0,1,0,0,2,2,0,1,4,1,1,5,2,0,7,11,32,26,0.013031,0.000832,0,3.423507,-0.169273,0,1,281,8,5,2,19,53
329,314,0,12,0,0,0,0,8,1,1,11,3,0,1,9,2,0,6,0,0,4,7,53,41,0.004154,0.003850,0,4.203271,0.001184,1,0,658,49,0,6,9,54
315,329,0,2,0,0,0,0,5,0,1,10,4,1,0,3,0,3,20,5,0,13,2,54,41,0.428286,0.720554,0,4.105940,0.069969,0,0,457,31,2,0,15,72
329,315,0,4,0,0,0,0,6,3,0,10,2,0,0,4,1,5,6,4,0,11,3,82,62,0.264042,0.426868,0,4.078585,0.062442,0,4,576,38,2,9,19,73
316,329,0,10,0,2,0,0,10,0,1,15,3,2,4,7,0,3,10,3,0,12,6,86,59,0.035289,0.053072,0,4.323880,-0.003933,0,0,681,20,3,0,49,94
329,316,0,13,0,3,0,0,8,1,0,16,16,0,0,5,2,5,16,4,1,8,4,80,55,0.230163,0.204122,0,4.452965,-0.147589,6,3,798,60,3,0,15,94
317,329,0,8,0,0,0,0,0,0,0,7,4,0,0,5,0,3,3,3,0,6,3,41,35,0.034417,0.035855,0,3.001260,0.178739,1,1,387,19,4,1,21,60
329,317,0,9,6,0,0,0,2,0,0,10,5,0,1,10,0,2,3,1,0,11,1,58,45,0.277517,0.182709,0,4.127012,0.005133,0,2,586,45,4,4,24,60
318,329,0,6,0,0,0,0,0,0,0,9,1,0,0,1,0,0,3,0,0,6,4,40,29,0.029223,0.065700,0,3.050469,-0.036686,0,0,280,4,4,4,6,46
329,318,0,13,0,0,0,0,2,0,0,11,1,0,1,2,0,0,1,1,0,11,11,49,27,0.157167,0.167935,0,3.361334,0.057235,2,2,434,26,4,1,10,47
301,330,0,10,0,0,0,0,5,0,0,5,12,0,0,11,3,7,12,2,0,7,2,84,55,0.027673,0.002368,0,4.234383,-0.032354,1,1,468,19,4,0,7,30
330,301,0,8,0,0,0,0,6,0,0,8,10,2,0,5,1,3,10,1,0,5,0,39,28,0.001570,0.001622,0,4.023435,-0.158811,1,1,410,26,0,6,6,30
302,330,0,1,0,0,0,1,10,4,1,16,3,4,2,3,0,1,10,3,0,6,0,58,50,0.011408,0.000011,0,3.082666,-0.087067,0,2,438,17,4,1,12,38
330,302,0,4,0,0,0,0,8,0,0,8,3,0,0,1,0,0,4,0,0,3,2,22,18,0.002529,0.002082,0,2.886760,-0.022815,2,1,264,22,0,0,14,39
303,330,0,4,0,0,0,0,1,0,0,3,5,1,0,1,0,1,0,0,0,0,1,29,18,0.031093,0.044297,0,3.822311,0.242404,0,0,174,8,2,3,14,30
330,303,0,7,2,0,0,0,3,0,0,8,2,10,0,9,0,5,4,1,0,2,1,21,19,0.000994,0.000930,0,2.263750,-0.206010,1,1,493,32,5,4,11,31
304,330,0,7,0,0,0,0,1,0,0,6,3,1,0,9,0,8,3,2,0,1,1,40,26,0.067311,0.104317,1,3.246481,-0.090894,1,0,405,18,4,6,8,38
330,304,1,6,0,0,0,0,3,0,0,4,3,2,1,8,0,2,3,2,0,11,1,28,21,0.015545,0.007351,0,2.979801,-0.094830,0,2,409,31,0,1,16,38
306,330,0,4,0,0,0,0,1,0,0,1,1,2,0,2,0,0,1,1,0,4,2,21,16,0.010052,0.012498,0,2.935206,-0.234214,0,0,223,10,1,0,10,36
330,306,0,9,1,0,0,0,2,0,0,7,1,4,1,13,0,0,8,1,0,7,1,22,17,0.000500,0.000138,0,2.971231,-0.139899,2,5,458,30,2,2,12,36
307,330,0,5,0,0,0,0,5,0,0,1,0,1,1,2,0,3,0,2,0,0,1,30,21,0.004775,0.003990,0,2.602763,0.051144,0,0,289,6,1,3,12,32
330,307,0,5,0,0,0,0,1,0,0,6,2,2,0,2,0,6,1,2,1,5,2,27,20,0.000937,0.000455,0,2.847818,0.053755,0,1,361,14,2,6,10,32
308,330,0,4,0,0,0,0,3,0,0,5,3,1,0,9,1,5,2,4,1,8,1,61,43,0.029525,0.030055,0,2.788176,0.004161,1,0,360,9,0,4,12,34
330,308,0,8,1,0,0,0,2,0,0,7,0,0,0,11,0,5,6,0,0,6,2,41,26,0.000876,0.000179,0,3.221589,-0.378041,0,3,462,29,1,4,8,34
309,330,0,7,0,0,0,1,1,0,0,7,1,1,1,0,0,1,8,2,0,5,0,30,20,0.298718,0.495867,0,2.471542,0.153693,0,4,285,12,8,1,12,49
330,309,0,2,0,0,0,0,1,0,0,4,1,0,1,2,0,0,0,0,0,1,0,20,13,0.089334,0.099344,0,2.767985,0.015008,1,0,349,27,2,0,23,49
310,330,1,2,2,0,0,0,1,0,0,7,2,1,0,8,0,4,7,0,0,7,4,42,26,0.146753,0.011704,0,3.850280,-0.025943,0,0,373,28,1,2,14,35
330,310,1,6,1,0,0,0,4,0,0,7,3,2,0,13,1,3,3,0,0,5,1,43,28,0.000866,0.000330,0,3.203366,0.166668,1,0,496,46,2,5,10,35
311,330,0,9,0,0,1,1,4,0,0,17,8,0,0,8,0,7,12,0,1,9,4,40,27,0.054432,0.112933,0,3.133199,0.002221,0,1,489,26,6,0,17,42
330,311,0,6,0,0,0,0,3,0,0,9,3,0,0,2,3,3,12,2,1,3,1,37,33,0.000804,0.000000,0,3.056820,-0.327563,0,1,426,19,1,1,6,42
312,330,0,1,0,0,0,0,4,0,0,9,2,0,0,2,0,0,7,1,0,6,11,48,35,0.017863,0.029142,0,3.152268,-0.147728,0,0,362,22,0,1,15,54
330,312,1,1,0,0,0,0,6,1,0,14,3,0,0,5,0,1,11,0,0,4,1,33,28,0.016294,0.004244,0,2.780896,0.070032,5,8,411,34,0,2,8,55
